dex number,pokemon,Information links,Location,picture location ,location_html
106,Yanmega,https://www.serebii.net//pokedex-swsh/yanmega/,Crimson Mirelands: Droning Meadow or nearbyCoronet Highlands: Heavenward Lookout or nearbyCrimson Mirelands: Massive Mass OutbreakCoronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/469.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/droningmeadow.shtml"">Droning Meadow</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/heavenwardlookout.shtml"">Heavenward Lookout</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
107,Hippopotas,https://www.serebii.net//pokedex-swsh/hippopotas/,"Crimson Mirelands: Sludge Mound, Scarlet Bog or nearbyCoronet Highlands: Celestica Trail or nearbyCrimson Mirelands: Massive Mass OutbreakCoronet Highlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/449.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/sludgemound.shtml"">Sludge Mound</a>, <a href=""/pokearth/hisui/scarletbog.shtml"">Scarlet Bog</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/celesticatrail.shtml"">Celestica Trail</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
108,Hippowdon,https://www.serebii.net//pokedex-swsh/hippowdon/,"Crimson Mirelands: Sludge Mound, Scarlet Bog or nearbyCoronet Highlands: Celestica Trail or nearbyCrimson Mirelands: Massive Mass OutbreakCoronet Highlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/450.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/sludgemound.shtml"">Sludge Mound</a>, <a href=""/pokearth/hisui/scarletbog.shtml"">Scarlet Bog</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/celesticatrail.shtml"">Celestica Trail</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
109,Pachirisu,https://www.serebii.net//pokedex-swsh/pachirisu/,Crimson Mirelands: Droning Meadow or nearbyCrimson Mirelands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/417.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/droningmeadow.shtml"">Droning Meadow</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
110,Stunky,https://www.serebii.net//pokedex-swsh/stunky/,Crimson Mirelands: Scarlet Bog or nearbyCoronet Highlands: Ancient Quarry or nearbyCrimson Mirelands: Massive Mass OutbreakCoronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/434.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/scarletbog.shtml"">Scarlet Bog</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/ancientquarry.shtml"">Ancient Quarry</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
111,Skuntank,https://www.serebii.net//pokedex-swsh/skuntank/,Crimson Mirelands: Scarlet Bog or nearbyCoronet Highlands: Ancient Quarry or nearbyCrimson Mirelands: Massive Mass OutbreakCoronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/435.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/scarletbog.shtml"">Scarlet Bog</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/ancientquarry.shtml"">Ancient Quarry</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
112,Teddiursa,https://www.serebii.net//pokedex-swsh/teddiursa/,Crimson Mirelands: Ursa's Ring or nearbyCoronet Highlands: Sonorous Path or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/216.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/ursa'sring.shtml"">Ursa's Ring</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/sonorouspath.shtml"">Sonorous Path</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
113,Ursaring,https://www.serebii.net//pokedex-swsh/ursaring/,Crimson Mirelands: Ursa's Ring or nearbyCoronet Highlands: Sonorous Path or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/217.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/ursa'sring.shtml"">Ursa's Ring</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/sonorouspath.shtml"">Sonorous Path</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
114,Ursaluna,https://www.serebii.net//pokedex-swsh/ursaluna/, Crimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/901.png,"<td class=""fooinfo""> <br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
115,Goomy,https://www.serebii.net//pokedex-swsh/goomy/,Crimson Mirelands: Holm of Trials or nearbyCoronet Highlands: Ancient Quarry or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/704.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/holmoftrials.shtml"">Holm of Trials</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/ancientquarry.shtml"">Ancient Quarry</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
116,Sliggoo,https://www.serebii.net//pokedex-swsh/sliggoo/,Crimson Mirelands: Holm of Trials or nearbyCoronet Highlands: Ancient Quarry or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/705-h.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/holmoftrials.shtml"">Holm of Trials</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/ancientquarry.shtml"">Ancient Quarry</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
117,Goodra,https://www.serebii.net//pokedex-swsh/goodra/,Obsidian Fieldlands: Lake Verity (Story)Coronet Highlands: Ancient Quarry or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/706-h.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/lakeverity.shtml"">Lake Verity (Story)</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/ancientquarry.shtml"">Ancient Quarry</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
118,Onix,https://www.serebii.net//pokedex-swsh/onix/,"Crimson Mirelands: Scarlet Bog, Bolderoll Slope, Lake Valor or nearbyCoronet Highlands: Celestica Trail or nearbyCrimson Mirelands: Massive Mass OutbreakCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/095.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/scarletbog.shtml"">Scarlet Bog</a>, <a href=""/pokearth/hisui/bolderollslope.shtml"">Bolderoll Slope</a>, <a href=""/pokearth/hisui/lakevalor.shtml"">Lake Valor</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/celesticatrail.shtml"">Celestica Trail</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
119,Steelix,https://www.serebii.net//pokedex-swsh/steelix/,Coronet Highlands: Celestica Trail or nearbyCrimson Mirelands: Massive Mass OutbreakCobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/208.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/celesticatrail.shtml"">Celestica Trail</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
120,Rhyhorn,https://www.serebii.net//pokedex-swsh/rhyhorn/,"Crimson Mirelands: Bolderoll Slope, Diamond Heath, Shrouded Ruins or nearbyCoronet Highlands: Celestica Trail, Sacred Plaza or nearbyCrimson Mirelands: Massive Mass OutbreakCoronet Highlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/111.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/bolderollslope.shtml"">Bolderoll Slope</a>, <a href=""/pokearth/hisui/diamondheath.shtml"">Diamond Heath</a>, <a href=""/pokearth/hisui/shroudedruins.shtml"">Shrouded Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/celesticatrail.shtml"">Celestica Trail</a>, <a href=""/pokearth/hisui/sacredplaza.shtml"">Sacred Plaza</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
121,Rhydon,https://www.serebii.net//pokedex-swsh/rhydon/,"Coronet Highlands: Celestica Trail, Sacred Plaza or nearbyCrimson Mirelands: Massive Mass OutbreakCoronet Highlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/112.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/celesticatrail.shtml"">Celestica Trail</a>, <a href=""/pokearth/hisui/sacredplaza.shtml"">Sacred Plaza</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
122,Rhyperior,https://www.serebii.net//pokedex-swsh/rhyperior/,Coronet Highlands: Sacred Plaza or nearbyCrimson Mirelands: Massive Mass OutbreakCoronet Highlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/464.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/sacredplaza.shtml"">Sacred Plaza</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a></td>"
123,Bonsly,https://www.serebii.net//pokedex-swsh/bonsly/,Crimson Mirelands: Cloudpool Ridge or nearbyCoronet Highlands: Celestica Ruins or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/438.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/cloudpoolridge.shtml"">Cloudpool Ridge</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/celesticaruins.shtml"">Celestica Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
124,Sudowoodo,https://www.serebii.net//pokedex-swsh/sudowoodo/,Crimson Mirelands: Cloudpool Ridge or nearbyCoronet Highlands: Celestica Ruins or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/185.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/cloudpoolridge.shtml"">Cloudpool Ridge</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/celesticaruins.shtml"">Celestica Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
125,Lickitung,https://www.serebii.net//pokedex-swsh/lickitung/,"Crimson Mirelands: Shrouded Ruins or nearbyAlabaster Icelands: Snowfall Hot Spring, Avalanche Slopes or nearbyCrimson Mirelands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/108.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/shroudedruins.shtml"">Shrouded Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/snowfallhotspring.shtml"">Snowfall Hot Spring</a>, <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
126,Lickilicky,https://www.serebii.net//pokedex-swsh/lickilicky/,Crimson Mirelands: Shrouded Ruins or nearbyAlabaster Icelands: Avalanche Slopes or nearbyCrimson Mirelands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/463.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/shroudedruins.shtml"">Shrouded Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/avalancheslopes.shtml"">Avalanche Slopes</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
127,Togepi,https://www.serebii.net//pokedex-swsh/togepi/,"Crimson Mirelands: Cottonsedge Prairie or nearbyCobalt Coastlands: Bathers' Lagoon, Tranquility Cove or nearbyCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/175.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/cottonsedgeprairie.shtml"">Cottonsedge Prairie</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/bathers'lagoon.shtml"">Bathers' Lagoon</a>, <a href=""/pokearth/hisui/tranquilitycove.shtml"">Tranquility Cove</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
128,Togetic,https://www.serebii.net//pokedex-swsh/togetic/,"Crimson Mirelands: Bolderoll Slope, Cottonsedge Prairie or nearbyCobalt Coastlands: Tranquility Cove or nearbyCobalt Coastlands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/176.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/bolderollslope.shtml"">Bolderoll Slope</a>, <a href=""/pokearth/hisui/cottonsedgeprairie.shtml"">Cottonsedge Prairie</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b></a>: <a href=""/pokearth/hisui/tranquilitycove.shtml"">Tranquility Cove</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
129,Togekiss,https://www.serebii.net//pokedex-swsh/togekiss/,Obsidian Fieldlands: Lake Verity or nearbyCobalt Coastlands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/468.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/lakeverity.shtml"">Lake Verity</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/cobaltcoastlands.shtml""><b>Cobalt Coastlands</b>: Massive Mass Outbreak</a></td>"
130,Turtwig,https://www.serebii.net//pokedex-swsh/turtwig/,Crimson Mirelands: Droning Meadow or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/387.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/droningmeadow.shtml"">Droning Meadow</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
131,Grotle,https://www.serebii.net//pokedex-swsh/grotle/,Crimson Mirelands: Droning Meadow or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/388.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/droningmeadow.shtml"">Droning Meadow</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
132,Torterra,https://www.serebii.net//pokedex-swsh/torterra/,Crimson Mirelands: Holm of Trials or nearbyCrimson Mirelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/389.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/holmoftrials.shtml"">Holm of Trials</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a></td>"
133,Porygon,https://www.serebii.net//pokedex-swsh/porygon/,Crimson Mirelands: Space-time Distortion in Crimson Mirelands or nearby,https://www.serebii.net//legendsarceus/pokemon/small/137.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/crimsonmirelands.shtml"">Space-time Distortion in Crimson Mirelands</a> <i>or nearby</i></td>"
134,Porygon2,https://www.serebii.net//pokedex-swsh/porygon2/,Crimson Mirelands: Space-time Distortion in Crimson Mirelands or nearby,https://www.serebii.net//legendsarceus/pokemon/small/233.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/crimsonmirelands.shtml"">Space-time Distortion in Crimson Mirelands</a> <i>or nearby</i></td>"
135,PorygonZ,https://www.serebii.net//pokedex-swsh/porygon-z/,Crimson Mirelands: Space-time Distortion in Crimson Mirelands or nearby,https://www.serebii.net//legendsarceus/pokemon/small/474.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/crimsonmirelands.shtml"">Space-time Distortion in Crimson Mirelands</a> <i>or nearby</i></td>"
136,Gastly,https://www.serebii.net//pokedex-swsh/gastly/,"Crimson Mirelands: Golden Lowlands, Gapejaw Bog, Scarlet Bog, Shrouded Ruins or nearbyCoronet Highlands: Bolderoll Ravine, Sacred Plaza, Celestica Ruins or nearbyAlabaster Icelands: Bonechill Wastes or nearbyCrimson Mirelands: Massive Mass OutbreakCoronet Highlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/092.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/goldenlowlands.shtml"">Golden Lowlands</a>, <a href=""/pokearth/hisui/gapejawbog.shtml"">Gapejaw Bog</a>, <a href=""/pokearth/hisui/scarletbog.shtml"">Scarlet Bog</a>, <a href=""/pokearth/hisui/shroudedruins.shtml"">Shrouded Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/bolderollravine.shtml"">Bolderoll Ravine</a>, <a href=""/pokearth/hisui/sacredplaza.shtml"">Sacred Plaza</a>, <a href=""/pokearth/hisui/celesticaruins.shtml"">Celestica Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/bonechillwastes.shtml"">Bonechill Wastes</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
137,Haunter,https://www.serebii.net//pokedex-swsh/haunter/,"Crimson Mirelands: Gapejaw Bog, Scarlet Bog, Shrouded Ruins, Cottonsedge Prairie or nearbyCoronet Highlands: Bolderoll Ravine, Sacred Plaza, Celestica Ruins or nearbyAlabaster Icelands: Bonechill Wastes or nearbyCrimson Mirelands: Massive Mass OutbreakCoronet Highlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak",https://www.serebii.net//legendsarceus/pokemon/small/093.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b></a>: <a href=""/pokearth/hisui/gapejawbog.shtml"">Gapejaw Bog</a>, <a href=""/pokearth/hisui/scarletbog.shtml"">Scarlet Bog</a>, <a href=""/pokearth/hisui/shroudedruins.shtml"">Shrouded Ruins</a>, <a href=""/pokearth/hisui/cottonsedgeprairie.shtml"">Cottonsedge Prairie</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b></a>: <a href=""/pokearth/hisui/bolderollravine.shtml"">Bolderoll Ravine</a>, <a href=""/pokearth/hisui/sacredplaza.shtml"">Sacred Plaza</a>, <a href=""/pokearth/hisui/celesticaruins.shtml"">Celestica Ruins</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b></a>: <a href=""/pokearth/hisui/bonechillwastes.shtml"">Bonechill Wastes</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
138,Gengar,https://www.serebii.net//pokedex-swsh/gengar/,Obsidian Fieldlands: Space-time Distortion in Obsidian Fieldlands or nearbyCrimson Mirelands: Massive Mass OutbreakCoronet Highlands: Massive Mass OutbreakAlabaster Icelands: Massive Mass Outbreak,https://www.serebii.net//legendsarceus/pokemon/small/094.png,"<td class=""fooinfo""><a href=""/pokearth/hisui/obsidianfieldlands.shtml""><b>Obsidian Fieldlands</b></a>: <a href=""/pokearth/hisui/obsidianfieldlands.shtml"">Space-time Distortion in Obsidian Fieldlands</a> <i>or nearby</i><br/><a href=""/pokearth/hisui/crimsonmirelands.shtml""><b>Crimson Mirelands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/coronethighlands.shtml""><b>Coronet Highlands</b>: Massive Mass Outbreak</a><br/><a href=""/pokearth/hisui/alabastericelands.shtml""><b>Alabaster Icelands</b>: Massive Mass Outbreak</a></td>"
